"","Lessives.LVLb","Deodorants.ICOS1","EauDeToilette.ICOS2","ProdSoinCheveux.ICOS3","ProdSoinVisage.ICOS4","VernisOngleDissolv.ICOS5","NbPieceAvecProduitsChim.NQ142","NettoyantDeSurface.QPE1b","AutreNettoyants.QPE2b","DesodoAreosolVaporisateur.QPD1b","DesodoAutreEnsens.QPD2b","InsecticideAerosol.QPP1b","InsecticidePoudreBlocGel.QPP2b","NettoySolAspiration.QME1b","NettoySolBalaiSerp.QME2b","NettoyAutreQueSol.QME3b","CuissonFourTraditionnel.CUI1b","CuissonALeau.CUI2b","CuissonALaVapeur.CUI3b","CuissonParFriture.CUI4b","CuissonParGrillade.CUI5b","VoitureDansGarage.DGG3n","Fumeurs.FUMEURn","SechageLingeDansLogement.LVSBn","UtiliseSecheLinge.LVS4n","NettASecVetements.QNS1","PersExtPourMenage.AMN1n","TapisDescenteLitNeuf.QTA1n","NettASecTapisTissusmeuble.QTARIn","Plantes.QPV","Chiens.ANI21n","Chats.ANI22n","TraitementParasitesAnimaux.ANTCPn","HamsterCochonLapin.ANI25n","InsecticideBlatteFourmie.ULn","SortirOrduresExterieur.QOM1","OrduresDansPiece.QOM2n","EndroitStockageOrdures.QOM4","Bricolage.TMG6n","Jardinage.TMG7n","ProtMatelSimple.LIMHO0","ProtMatelImperm.LIMHO13","ProtMatelAntiAcariens.LIMHO23","ProtMatel.LIMHO4","NPVe1","HPRF","HSRF","MATER2","NIACe1","NSQ41e1","NSQ31e1","TMM1e1","TMM2e1","TMM3e1","TMMB1e1","TMMB2e1","TMMB3e1","TRM0e1","TRM1e1","TRM2e1","TRM3e1","TRM4e1","TRM5e1","TRM7e1","TRP0e1","TRP1e1","TRP2e1","TRP3e1","TRP5e1","TRS1e1","TRS2e1","TRS3e1","TRS4e1","TRS5e1","TRS6e1","TRS8e1","ACTP1","CHEM1","DBRI","DCA3e1","DGG2be1","FC316","FC812","FC9be11","FC9be12347","FC9be156","HCU11","HCU31","HCU323","HCU34","HPLBO","KCC1be1089","KCC1be11","KCC1be1234","KCC1be1567","KCC1be1555","KCC267","KCC34","KCC5","KEIU1","KEIU2","KVNT2e111","KVNT2e13","KVNT2e14","MATER017","MATER02","MATER03","MATER04","MATER056","REAB1","REAB23","REAB4","Age","Revenus","Nb_Person","Nb_Enfants_inf_10","Nb_Enfants_sup_10","Sexe","Diplome_Max","Type_Prof","Occupation","Source_ppale_Res","Structure_menage","cluster.ind","Formldéhyde"
"730",1.5,0,14,7,7,4,1,0,1,0,0,0,0,1,3.5,1,0,7,0,1,0,"4","1","1","5","3","2","1","2","2","1","1","3","1","1","1","2","3","3","1","1","1","1","1",5,250,230,1,1914,1,1,1,0,0,0,0.17,1,0,0.33,0,0,0,0,0.17,0,0.14,0,0.75,0.14,0,0,0.4,0,0.43,0,0,1,"2","2","3","3","2","2","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","2","1","1","1",69,2899,1,0,0,"2","4","6","4","3","1",4,23.02
"731",3.5,14,7,0.5,0,0,0,1,1,3.5,0,0,0,1,1,0,0,3.5,1,0,0,"4","1","1","2","2","1","1","1","3","1","1","3","1","1","1","2","3","1","2","2","2","1","2",5,240,128,1,1981,1,0,0.33,0.67,0,0,0.6,0.33,0,0.83,0,0.08,0,0.33,0,0,0,0,0.2,0,0,1,0,0,0,0,0,1,"2","2","2","2","2","2","1","1","2","2","1","1","2","1","1","1","2","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","2","1","2",48,4249,2,0,0,"2","7","4","1","1","3",1,33.1
"732",1.5,7,7,3.5,0,1,1,3.5,0,0,1,0,0,7,3.5,0,1,3.5,0,0,0,"4","3","2","5","3","1","2","1","2","1","1","3","1","1","1","1","3","1","1","1","1","1","1",7,250,145,1,1967,1,1,0.64,0.33,0,0.5,0,0.75,0.43,0.71,0,0,0,0.2,0,0,0.38,0,0.33,0,0,0,0.5,0,0,0,0,2,"2","2","2","2","2","2","1","1","1","2","1","2","1","1","1","2","1","1","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2",36,1299,4,1,2,"1","3","4","2","4","3",1,15.35
"733",3.5,10.5,14,1,7,1,1,1,0,0,0,0,0,0,1,0,3.5,0,1,0,0,"4","4","1","2","3","1","2","1","1","1","1","3","2","1","2","2","1","1","1","1","1","1","1",4,240,150,1,1871,0,0,1,0,0,0,0,0.67,0,0,0,0.33,0,1,0,0,0,0,1,0,0.33,0,0.33,0.38,0,0,0,1,"1","1","3","3","1","2","1","2","1","2","1","2","1","1","1","2","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","2","1",20,2899,2,0,0,"2","6","3","3","1","3",1,30.04
"734",1.5,14,14,7,14,1,0,3.5,0,7,14,0,0,0,3.5,0,3.5,3.5,0,0,0,"4","1","2","5","3","1","1","1","3","1","1","3","1","1","1","2","3","4","2","1","1","1","1",7,240,120,1,1914,0,0,0.78,0,0.21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.43,0,0,0,1,"1","3","3","2","2","2","1","1","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1",52,1799,3,0,2,"2","9","6","1","1","3",4,18.08
"735",3.5,0,3.5,14,7,0,0,3.5,0,0,0,0,0,1,3.5,3.5,3.5,3.5,0,3.5,3.5,"3","1","2","5","2","1","1","1","3","1","1","3","1","1","2","2","3","1","5","1","1","1","1",5,300,54,2,1989,0,0,0.8,0.2,0,0.17,0.4,0,0,0.25,0,0,0,0.25,0,0.83,0,0,0,0,0,0,0.5,0,0.33,0,0,1,"1","1","2","1","2","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","1","2","1","1","1","2","1",55,1799,4,1,0,"2","5","6","1","1","3",4,14.35
"736",1.5,0,10.5,4.5,3.5,1,0,3.5,0,1,1,0,0,7,1,3.5,3.5,3.5,3.5,3.5,1,"1","1","1","5","3","1","1","1","3","1","1","3","1","1","2","1","2","1","2","1","1","1","1",4,300,80,1,1914,0,0,0,1,0,1,0,0,0,0.25,0,0.14,0,0.6,0,0,0,0,1,0,0,0,1,0.55,0,0,0,1,"2","1","3","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","2","2","1","2","1","1","1","1","1","1","1","1","2","1","2",68,2899,1,0,0,"2","8","5","4","3","1",1,25.21
"737",7,1,7,1,8,1,0,1,0,0,3.5,0,0,1,1,1,3.5,3.5,3.5,1,0,"4","1","2","4","1","2","1","1","4","1","1","3","1","1","1","1","1","4","4","2","2","1","2",4,320,70,2,1871,1,2,0,0.9,0.11,0,0.2,1,0,1,0,0,0,0,0.17,0.17,0,0,0.8,0.11,0,0,1,0,1,0,0,1,"2","3","1","3","2","2","1","1","1","2","1","1","1","2","1","1","1","1","1","2","1","1","2","2","1","1","1","1","1","1","1","2","2","1","2",46,2349,1,0,0,"2","1","4","1","5","1",3,17.34
"738",1.5,0,7,0,1,0,0,1,0,1,0,0,0,0,1,1,1,7,0,0,0,"4","1","2","5","3","1","1","1","2","1","1","3","1","1","1","1","3","1","1","1","1","1","1",4,250,79,1,1974,1,1,1,0,0,1,0,0,0,0.5,0,0.25,0.14,0.25,0,0.83,0.67,0,0,0,0,0,0.25,0.4,0,0,0,1,"2","1","2","2","1","2","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1",27,1799,2,0,0,"2","4","6","1","1","3",4,7.11
"739",3.5,7,10.5,7,7,0.5,1,1,0,0,0,0,0,3.5,1,0,1,3.5,0,0,3.5,"4","2","2","5","3","1","1","1","2","1","1","3","1","1","1","1","1","1","1","1","1","1","1",5,270,110,1,1914,0,0,1,0,0,0,0.33,0.4,0,0.71,0,0,0,0,0,0.2,0.1,0,0.71,0,0,0,0.33,0.5,0,0,0,1,"1","2","2","3","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1",21,1799,2,0,0,"2","8","5","1","1","3",4,15.48
"740",1.5,0,14,0,7,1.5,1,3.5,1,0,0,3.5,0,1,3.5,1,3.5,3.5,0,0,0,"1","3","2","5","3","2","1","1","2","1","1","3","2","1","2","2","3","3","1","1","1","1","2",6,280,300,2,1871,0,0,0,1,0,0.6,0,0.17,0,0.75,0,0,0,0,0,0.5,0.67,0,0,0,0,0,0.33,0.4,0,0,0,1,"2","1","3","1","2","1","1","1","2","1","1","1","2","1","1","2","2","1","1","1","1","2","1","2","1","2","1","1","1","1","2","2","2","2","2",67,4249,2,0,0,"2","7","6","4","1","3",3,31.42
"741",3.5,14,14,7,4.5,7.5,1,3.5,7,0,14,0,0,3.5,3.5,3.5,0,3.5,3.5,0,3.5,"1","3","1","5","3","2","1","1","1","2","2","2","1","1","1","2","3","3","4","2","2","1","2",5,250,89,1,1989,0,1,1,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0,0,0,0.86,0,0.17,0,0.71,0,0,0,0,1,"2","1","3","1","2","2","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","2","1","1","2","1","1","1","1","2","1","1","1","1","1",59,1299,2,0,0,"2","2","5","4","3","3",1,16.43
"742",1.5,0,14,8,14,0,1,3.5,1,0,0,0,0,3.5,3.5,1,1,3.5,3.5,0,1,"1","1","1","3","3","1","1","1","3","1","1","3","1","1","1","2","3","1","1","1","1","1","1",10,250,150,1,1989,0,0,1,0,0,0,0.8,0.17,0,1,0,0,0,0,0.33,0,0,0,0.33,0.44,0,0,0.25,0.4,0,0,0,1,"1","1","3","1","2","2","1","1","1","2","1","2","2","1","1","1","1","1","1","2","1","1","1","2","2","1","1","1","1","1","1","2","1","1","1",55,4249,1,0,0,"2","4","4","4","4","1",4,15.84
"743",3.5,35,14,0,21,0,1,3.5,3.5,0,0,0,0,3.5,3.5,1,3.5,3.5,3.5,0,3.5,"2","3","2","5","3","1","1","1","3","1","1","3","1","1","1","2","3","3","2","1","1","1","1",5,272,140,1,1967,1,1,0.13,1,0,0,0.25,0.67,0.29,0.5,0,0,0,0.29,0,0,0,0,1,0,0,0,0.43,0.33,0,0,0,1,"2","1","3","1","2","2","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","2","1","2","1","2",40,4249,5,2,2,"2","9","6","1","1","3",1,30.73
"744",3.5,14,14,1,14,0.5,1,7,0,0,14,0,0,3.5,7,7,3.5,0,1,0,0,"4","1","2","5","3","1","2","2","3","2","1","2","1","1","2","2","3","1","2","1","1","1","1",5,250,73,1,1974,1,0,0,1,0,0,0,0.6,0,0,0,0,0,0.75,0,0,0,0,1,0,0,0,0.43,0,0,0,0,1,"1","2","3","2","2","2","1","1","1","2","1","1","1","1","2","1","1","1","1","1","2","1","1","2","1","2","1","1","2","1","2","1","1","2","1",71,2899,2,0,1,"2","9","3","4","3","3",1,21.05
"745",3.5,14,14,0,7,0.5,1,3.5,0,3.5,14,0,14,7,7,1,3.5,3.5,0,1,0,"1","4","2","5","2","1","1","1","3","2","2","2","1","2","2","2","3","4","1","1","1","1","1",5,300,152,2,1981,0,1,0.79,0,0.2,0.6,0,0.4,0,0.71,0,0,0,0.33,0,0,0,0,1,0,0.5,0,0.2,0,0,0,0,1,"2","1","3","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","2","1","1","1","1","1","1","1","1",59,4249,1,0,0,"2","8","3","4","3","1",1,28.19
"746",3.5,14,10.5,0,7,2,0,1,1,0,0,0,0,3.5,3.5,0,3.5,3.5,0,1,3.5,"1","1","1","3","3","1","1","2","2","2","1","1","1","1","1","2","3","1","2","2","2","2","1",7,250,112,1,1914,0,1,0.67,0,0.33,0,0,0.5,0,0.71,0,0,0,0,0,0.25,0,0,0.71,0,0,0,0.2,0.6,0,0,0,1,"2","1","3","1","2","2","1","1","1","2","1","1","1","1","1","2","1","1","1","1","1","1","2","2","1","2","1","1","2","1","2","1","1","2","1",45,4249,6,1,2,"1","4","5","5","1","3",1,4.62
"747",1.5,7,8,7,7,0.5,0,1,0,0,14,0,0,3.5,3.5,1,3.5,3.5,0,3.5,3.5,"1","1","2","5","3","1","1","1","2","1","1","3","1","1","2","2","2","1","1","1","1","1","1",5,240,88,1,1967,0,0,1,0,0,0,0,1,0,0.75,0,0,0,0.29,0,0,0,0,0.6,0,0,0,1,0.67,0,0,0,1,"1","3","3","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","2","1","1","1","1","1","2","1","1","1","1","1",38,2349,2,0,0,"2","3","3","1","1","3",4,68.51
"748",3.5,14,14,7,7,0,1,3.5,3.5,0,14,0,1,1,7,3.5,0,1,3.5,1,1,"4","3","2","5","3","1","2","1","4","1","1","3","1","2","2","2","3","2","1","1","1","1","2",4,250,90,2,1948,0,0,1,0,0,0,0.17,0.6,0.25,0.44,0,0.25,0,0,0,0.83,0.17,0,0,0,0,0,0.71,0,0.8,0,0,1,"1","1","1","3","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","2","2","1","1","1","1","1","2","1","2",35,1799,3,2,0,"1","5","5","1","1","3",3,10.91
"749",1.5,3.5,3.5,8,21,0,1,0,0,0,1,0,0,3.5,7,0,1,3.5,0,0,3.5,"3","4","2","3","3","1","1","1","3","1","1","3","1","1","2","2","3","5","1","1","1","1","1",7,250,300,1,1981,1,1,1,0,0,0,0,0.75,0,0.8,0,0,0,0,0,0,0.25,0,0.5,0.5,0,1,0,0,0,0,0,1,"2","1","3","1","2","2","1","1","1","2","1","2","2","1","1","1","2","1","1","1","1","2","1","2","2","2","1","1","1","2","1","1","1","1","1",50,1799,1,0,0,"1","6","4","1","3","1",4,7.6
"750",1.5,1,7,0,0,7,1,1,0,0,7,0,0,1,3.5,0,3.5,3.5,1,1,3.5,"2","3","1","4","3","2","1","1","2","1","1","3","1","1","2","2","2","1","1","1","1","1","2",5,270,98,2,1974,1,1,0.8,0,0.2,0,0.8,0.4,0,0,0,0,0,0.75,0,0.17,0.67,0,0.2,0,0,0,0.5,0.6,0,0,0,1,"2","1","1","1","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","2","1","2","2","1","1","1","2","1","1","1","2","1","2",49,4249,2,0,0,"2","2","5","1","1","3",1,14.03
"751",7,10.5,7,1,7,0.5,1,3.5,0,0,0,0,0,3.5,3.5,1,3.5,3.5,3.5,0,0,"4","1","1","3","3","2","1","1","2","1","1","3","1","1","1","2","2","4","2","1","1","1","1",6,250,150,1,1981,0,1,1,0,0,0,0.2,0.67,0,0.8,0,0,0,0,0,0,0,0,0.8,0,0.33,0.14,0,0,0,0,0,1,"2","2","3","2","2","2","1","1","1","2","1","1","1","1","1","1","1","1","2","1","1","2","2","2","2","1","1","1","1","2","1","1","1","1","1",45,4249,2,0,0,"2","4","3","1","1","3",4,18.07
"752",7,7,14,0,0,0,0,1,0,0,0,0,1,1,3.5,0,0,3.5,0,0,0,"4","3","2","5","2","2","1","1","2","1","1","3","2","2","2","2","4","2","1","1","1","1","1",5,250,80,1,1967,1,1,1,0,0,0.6,0,0.4,0,0.56,0,0,0,0.33,0,0,0,0,0.8,0,0.33,0,0.75,0.3,0,0,0,1,"2","2","3","2","2","2","1","1","1","2","1","2","2","1","1","1","2","1","1","1","1","2","1","2","1","1","1","1","2","1","1","1","2","1","2",69,2349,2,0,0,"2","9","3","4","3","3",4,13.89
"753",1.5,0,8,0.5,14,0,2,3.5,0,0,1,0,0,3.5,7,0,0,3.5,3.5,0,1,"1","3","2","5","2","1","2","2","3","2","2","1","1","1","2","2","3","1","1","1","1","1","1",3,250,90,1,1995,0,0,1,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0.33,1,0,0,0.25,0,0,0.5,0,0.83,0,0,1,"1","1","3","1","1","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","2","1","2","1","2","2","1","1","1","1","1","1","1","1",56,7600,2,0,1,"1","8","5","4","3","3",3,23.3
"754",1.5,14,10.5,10.5,14,7,1,3.5,1,3.5,0,0,0,3.5,3.5,1,3.5,3.5,0,0,0,"4","2","1","5","3","1","1","1","3","1","1","3","1","1","1","2","3","1","1","1","1","1","1",5,250,87,1,1989,1,0,1,0,0,0,0,1,0.25,0.6,0,0,0,0.25,0,0.5,0.44,0,0,0,0,0,0.25,0,0,0,0,1,"1","2","3","3","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","2","1","2","1","2",56,1799,2,0,1,"1","4","4","4","3","3",4,4.43
"755",7,14,0,0,8,0,0,1,0,0,0,0,0,1,1,0,1,3.5,1,1,3.5,"1","1","2","5","3","1","1","1","2","2","1","2","1","2","2","2","3","3","3","1","1","1","1",5,250,130,1,1989,0,0,1,0,0,0.33,0,1,0,1,0,0.14,0,0,0,0,0.33,0,0.8,0,0,0,0.43,0.4,0,0,0,1,"1","1","3","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","2","1","2","1","1","1","1","1","2","1","1","1","1","1",67,4249,3,0,1,"2","9","3","4","3","3",4,20.38
"756",1.5,0,3.5,0,7,0,1,1,0,0,1,1,1,1,1,0,1,3.5,1,0,3.5,"1","2","2","5","3","1","1","2","3","1","1","3","1","1","2","1","1","5","5","2","2","1","1",5,250,100,2,1989,1,1,1,0,0,0,0.2,0.67,0,0,0,0.14,0,1,0,0,0,0,0.75,0,0,0,1,0.5,0.13,0,0,2,"2","2","2","1","2","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1",77,2349,2,0,0,"1","3","4","4","3","3",1,15.91
"757",1.5,0,7,0.5,7,0,0,1,1,7,1,0,0,3.5,7,1,3.5,3.5,1,0,0,"4","1","1","4","3","1","1","1","2","2","1","1","1","1","2","2","1","1","4","2","2","1","1",4,280,25,1,1961,1,1,1,0,0,0.25,0,0.5,0,0.57,0,0,0,0.2,0,0,0,0,0.75,0,0.5,0,0.4,0,0.2,0,0,1,"2","1","3","3","2","1","1","1","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","1",56,1799,1,0,0,"1","4","6","1","4","1",1,17.44
"758",3.5,0,14,1,7.5,0.5,0,0,0,0,14,0,0,3.5,3.5,0,3.5,3.5,1,0,0,"4","4","2","5","3","1","1","2","1","1","1","3","1","1","1","2","3","1","1","1","1","1","2",4,250,60,3,1989,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.57,0.43,0.1,0,0,1,"1","3","3","2","1","2","1","1","1","2","1","2","1","1","2","1","1","1","1","1","1","1","1","2","2","2","2","1","1","2","1","2","1","1","1",66,2349,2,0,0,"2","9","3","4","3","3",4,23.46
"759",1.5,7,3.5,0,0,0,1,1,0,0,0,0,0,0,3.5,1,3.5,3.5,3.5,1,3.5,"1","1","2","5","3","1","1","1","4","1","1","3","1","1","2","2","3","1","3","1","1","1","2",5,250,96,2,1948,0,0,0.88,0.17,0,0,0.5,0.6,0,1,0,0,0,0.14,0,0,0,0,1,0,0,0,0.25,0.57,0,0,0,1,"1","2","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","1","2","2","1","1","1","1","1","2","1","2","1","2",39,1299,2,1,0,"2","4","2","1","1","3",4,11.4
"760",1.5,14,14,0.5,0,1,0,3.5,0,0,0,0,0,1,3.5,0,3.5,3.5,1,0,0,"4","1","1","5","3","2","2","2","4","2","1","1","2","1","2","2","3","4","3","1","1","1","1",6,250,43,1,1967,0,0,0,0,1,0,0,1,0,0.8,0,0,0,0,0,0.75,0.67,0,0,0,0,0,0.2,0.5,0,0,0,1,"1","3","3","3","2","2","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","2","1","2","1","1","2","1","1","1","2","1","2","1","2",49,2349,2,0,0,"2","4","5","1","1","3",3,6.91
"761",1.5,7,15,3.5,7,0,1,3.5,0,0,0,0,0,1,3.5,0,3.5,3.5,3.5,0,3.5,"1","1","2","4","3","1","1","1","2","1","1","3","1","1","2","2","3","3","5","1","1","1","2",6,250,96,1,1961,1,0,0.42,0.63,0,0,0,1,0,0,0,0.14,0,0.5,0,0,0,0,1,0,0,0,0.4,0.75,0,0,0,2,"1","1","1","1","2","2","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","2","1","2",56,2899,2,0,0,"2","9","4","1","1","3",4,5.62
"762",3.5,14,14,0,8,0,1,3.5,0,0,7,0,1,3.5,3.5,0,0,3.5,1,3.5,1,"1","1","1","4","2","2","2","1","2","1","1","3","2","2","1","2","3","1","4","1","1","1","1",6,300,130,2,1995,1,0,1,0,0,0,0.33,0,0,1,0,0,0,0.22,0,0,0,0.2,0.75,0,0,1,0,0,0,0,0,1,"1","3","2","1","1","1","1","1","1","1","2","2","1","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1",57,1799,1,0,0,"1","4","5","1","1","1",2,17.92
"763",3.5,14,10.5,0,0,0,1,1,7,0,1,0,0,7,7,0,0,3.5,0,0,0,"1","3","2","5","3","1","2","1","2","1","1","3","1","2","1","1","3","4","1","1","1","1","2",5,250,150,2,1974,0,0,1,0,0,0,0,0.29,0,0.75,0,0,0,0.14,0,0.43,0,0,0.5,0,0,0.75,0.33,0,0,0,0,1,"1","1","3","1","2","1","1","1","2","2","1","2","2","1","1","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","2","1","1","1","1",54,1799,1,0,0,"1","4","2","6","5","1",1,21.38
"764",3.5,14,0,7,0,0,1,1,0,0,0,0,0,3.5,1,0,1,3.5,0,1,0,"4","1","2","4","3","1","1","1","2","1","1","3","1","2","2","2","3","1","5","1","1","1","1",6,370,140,2,1914,0,1,0.88,0,0.13,1,0.33,0,0,0.29,0,0,0,0.33,0,0,0,0,0.86,0,0,0,0.5,0.75,0,0,0,1,"2","2","3","3","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","1","1","1","2","1","1","1","1","1","1","1","2","2","1","2","1",65,2349,1,0,0,"1","5","3","2","3","1",1,2.99
"765",7,7,14,14,14.5,0,1,3.5,0,7,14,0,1,3.5,3.5,1,3.5,7,1,0,0,"1","1","2","3","2","2","1","1","3","1","1","3","1","2","1","2","3","3","3","1","1","1","1",6,250,100,1,1995,1,0,0,1,0,0.5,0.2,0.43,0,1,0,0.17,0,0,0,0,0.17,0,1,0,0.5,0,0.5,0,0,0,0,1,"2","1","3","1","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","1","2","2","2","1","1","1","1","2","1","2","1","2",62,1799,2,0,0,"1","6","5","4","3","2",1,24.06
"766",7,0.5,10.5,7,7,1,1,1,0,3.5,7,0,0,3.5,3.5,0,3.5,3.5,0,3.5,0,"4","3","2","5","3","1","1","2","3","1","1","3","1","1","1","2","3","4","5","1","1","1","2",7,240,140,2,1961,1,0,1,0,0,0.8,0,0,0,0.5,0,0,0,0.5,0,0,0,0,1,0,0.5,0,0.33,0,0.33,0,0,1,"1","3","1","3","2","2","1","1","1","2","1","2","1","2","1","1","1","1","1","1","1","2","1","1","2","1","2","1","1","1","1","1","1","1","1",61,2349,2,0,0,"1","1","5","4","3","2",1,8.87
"767",7,0,7,0,3.5,2,0,1,1,3.5,0,0,0,0,3.5,0,1,3.5,0,0,0,"4","1","2","5","3","2","1","1","3","1","1","3","2","1","1","2","1","1","5","1","1","1","2",4,265,212,1,1871,1,1,1,0,0,0,0,0.83,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0.33,0,0.4,0,0,1,"2","2","3","2","2","2","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1",77,2349,1,0,0,"1","3","4","4","3","1",4,17.44
"768",1.5,0,7,1,7,0,1,3.5,1,7,1,0,0,1,3.5,1,0,3.5,0,0,3.5,"4","1","2","6","3","1","1","1","1","1","1","3","1","1","2","2","3","1","2","1","1","1","1",4,280,85,1,1914,1,1,0.7,0.2,0.11,0,0.33,0.67,0.2,0.57,0,0,0,0.29,0,0,0,0,1,0,0,0,0.6,0.43,0,0,0,1,"2","2","3","3","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","2","1","2",72,1299,1,0,0,"2","8","2","4","3","1",4,17.23
"769",3.5,14,7,0,7,0,0,3.5,0,0,0,0,0,3.5,3.5,1,1,3.5,0,0,0,"4","1","2","5","3","2","1","1","2","1","1","3","1","1","2","2","2","3","2","1","1","1","2",4,240,56,2,1914,0,1,0.4,0.64,0,0,0.43,0.17,0,0.67,0,0,0,0,0,0,0,0,1,0,0.5,0,0.17,0,0,0,0,1,"2","3","3","3","2","2","1","1","1","1","1","2","1","2","1","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","2","2","2","1","2",20,4249,2,2,0,"2","6","6","1","1","3",4,20.67
"770",1.5,7,14,7,7,0,1,1,0,0,3.5,0,0,3.5,3.5,0,0,3.5,1,0,3.5,"3","3","2","5","3","1","1","1","1","2","2","1","1","1","2","2","3","1","1","1","1","1","1",4,250,85,1,1914,1,0,1,0,0,0,0.33,0,0,0,0,0.25,0,0.86,0.17,0,0,0,0.8,0,0,0,0.25,0,0,0,0,1,"1","3","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","2","1","1","1","1","2","1","2","1",20,1799,1,0,0,"1","7","3","3","5","1",1,14.37
"771",1.5,0,7,0,0,0,0,0,3.5,0,0,0,3.5,0,0,0,0,1,1,0,0,"1","1","1","6","3","1","1","1","3","1","1","3","1","1","1","2","3","1","2","2","2","1","1",5,250,86,1,1967,1,0,0.8,0.3,0,0,0.33,0.67,0,0.25,0,0,0,0.33,0,0,0,0,0.86,0,0.67,0.83,0,0,0,0,0,1,"1","1","3","1","1","2","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1",44,1299,1,0,0,"1","4","6","6","5","1",1,9.76
"772",1.5,7,0.5,7,14,0,1,3.5,1,0,3.5,0,0,3.5,1,1,0,3.5,3.5,0,3.5,"4","1","2","5","3","1","1","1","2","1","1","3","2","1","2","2","3","1","1","2","2","1","2",6,272,98,1,1981,1,0,1,0,0,0,0,0.5,0,0.86,0.14,0,0,0,0,0,0,0,1,0,0,0.5,0.4,0,0,0,0,1,"1","3","2","3","2","1","1","1","2","2","1","1","2","1","2","1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","1","1","1","1","1",79,1299,1,0,0,"1","8","3","4","3","1",2,7
"773",7,7,14,3.5,7,1,1,3.5,0,3.5,3.5,0,0,0,1,1,3.5,3.5,0,0,3.5,"1","2","2","5","3","1","1","1","1","2","1","2","1","1","2","2","2","2","1","2","2","1","1",5,250,89,2,1914,1,1,0.6,0,0.4,0,0.67,0,0,0.8,0,0,0,0,0,0,0,0,1,0,0.6,0.6,0,0,0,0,0,1,"1","1","1","1","2","2","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","2","2","2","1","1","1","2","1","1","1","1","1","1","1",34,2349,4,2,0,"2","1","6","1","1","3",1,19.87
